"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSG00000161558.11",6.79399184913069,1.06661334725504,0.796381052475577,1.33932536935609,0.180464773322666,0.999946159858965,"TMEM143"
"ENSG00000105438.9",62.7391377426797,-0.029762379503678,0.253879234042133,-0.117230460443011,0.906677429391277,0.999946159858965,"KDELR1"
"ENSG00000105464.3",7.82013659960068,-0.597854707888729,0.698003713138612,-0.856520813049034,0.39170976551487,0.999946159858965,"GRIN2D"
"ENSG00000105447.13",73.9363699866397,0.156326283173308,0.266637216221794,0.58628831109335,0.557681784686448,0.999946159858965,"GRWD1"
"ENSG00000182324.7",1.14711974314042,-0.490551448012031,1.80619954562962,-0.271593163224404,0.785934856884377,0.999946159858965,"KCNJ14"
"ENSG00000268530.6",201.311298393501,-0.16280074117044,0.161134701183447,-1.01033942394008,0.312332699161898,0.999946159858965,"AC008403.2"
"ENSG00000105443.15",58.1996377496329,-0.189173694991179,0.262363602327157,-0.721036353035308,0.470887148498379,0.999946159858965,"CYTH2"
"ENSG00000142235.11",24.3265880168955,0.18254602248552,0.400208233447189,0.456127603655631,0.64829822150976,0.999946159858965,"LMTK3"
"ENSG00000287603.1",1.48265293773188,-1.07374183584587,1.71879090291079,-0.62470765584544,0.532162947506501,0.999946159858965,"AC008403.3"
"ENSG00000177202.3",1.83332622743295,-0.295527632720872,1.40762842858859,-0.209947189697776,0.833708890846642,0.999946159858965,"SPACA4"
"ENSG00000063177.13",751.954572104062,-0.0658199989996672,0.0939958447991897,-0.700243709073346,0.483775119195647,0.999946159858965,"RPL18"
"ENSG00000268093.1",59.7901245037537,0.0194608615032247,0.259270320651043,0.0750601204733244,0.940166877528453,0.999946159858965,"AC022154.1"
"ENSG00000063176.16",81.6121596922248,-0.124446739487799,0.235654440179212,-0.528089941327476,0.597436911906178,0.999946159858965,"SPHK2"
"ENSG00000105516.11",213.248609418072,-0.0353460348898122,0.15064291517489,-0.234634565115637,0.814492379274791,0.999946159858965,"DBP"
"ENSG00000063180.9",15.8166950262048,-0.104897895019147,0.501148333259772,-0.209315063140743,0.834202293533375,0.999946159858965,"CA11"
"ENSG00000232871.8",42.4632040351258,-0.0526374504844279,0.307664040837639,-0.171087431410959,0.86415501844511,0.999946159858965,"SEC1P"
"ENSG00000176920.13",38.8537167531683,-0.124651813383218,0.331717010480863,-0.37577757378954,0.707082261467394,0.999946159858965,"FUT2"
"ENSG00000176909.12",3.28437865272898,-0.633839836453249,1.17039748787871,-0.541559464214208,0.588122022901923,0.999946159858965,"MAMSTR"
